,country,region,age,time,gender,category
248,FRA,Europe,24,39.13333333333333,female,10km
249,CHE,Europe,21,39.15,male,10km
250,CHE,Europe,44,39.166666666666664,male,10km
251,CHE,Europe,45,39.2,male,10km
252,CHE,Europe,26,39.233333333333334,male,10km
253,CHE,Europe,53,39.25,male,10km
254,FRA,Europe,28,39.266666666666666,male,10km
255,CHE,Europe,22,39.28333333333333,male,10km
256,CHE,Europe,23,39.28333333333333,male,10km
257,FRA,Europe,36,39.3,male,10km
258,CHE,Europe,52,39.3,male,10km
259,FRA,Europe,40,39.3,male,10km
260,CHE,Europe,40,39.4,female,10km
261,CHE,Europe,26,39.416666666666664,male,10km
262,CHE,Europe,56,39.43333333333333,male,10km
263,CHE,Europe,23,39.43333333333333,male,10km
264,FRA,Europe,47,39.46666666666667,male,10km
265,FRA,Europe,30,39.46666666666667,male,10km
266,CHE,Europe,45,39.46666666666667,male,10km
267,CHE,Europe,23,39.483333333333334,male,10km
268,CHE,Europe,24,39.483333333333334,male,10km
269,CHE,Europe,23,39.5,male,10km
270,CHE,Europe,36,39.5,male,10km
271,ESP,Europe,31,39.516666666666666,male,10km
272,CHE,Europe,23,39.516666666666666,male,10km
273,CHE,Europe,19,39.53333333333333,male,10km
274,CHE,Europe,28,39.53333333333333,male,10km
275,GRC,Europe,43,39.55,male,10km
276,FRA,Europe,22,39.56666666666667,female,10km
277,CHE,Europe,33,39.56666666666667,male,10km
278,GBR,Europe,53,39.56666666666667,male,10km
279,CHE,Europe,40,39.56666666666667,male,10km
280,CHE,Europe,23,39.583333333333336,male,10km
281,CHE,Europe,45,39.6,male,10km
282,CHE,Europe,27,39.63333333333333,male,10km
283,FRA,Europe,16,39.65,male,10km
284,PRT,Europe,32,39.65,male,10km
285,CHE,Europe,33,39.65,male,10km
286,FRA,Europe,33,39.666666666666664,male,10km
287,BEL,Europe,27,39.75,male,10km
288,CHE,Europe,39,39.766666666666666,male,10km
289,CHE,Europe,21,39.766666666666666,male,10km
290,CHE,Europe,25,39.78333333333333,male,10km
291,FRA,Europe,28,39.81666666666667,male,10km
292,PRT,Europe,43,39.81666666666667,male,10km
293,FRA,Europe,41,39.833333333333336,male,10km
294,CHE,Europe,30,39.833333333333336,male,10km
295,CHE,Europe,38,39.833333333333336,male,10km
296,ITA,Europe,46,39.85,male,10km
297,CHE,Europe,21,39.88333333333333,male,10km
298,CHE,Europe,21,39.916666666666664,male,10km
299,ESP,Europe,35,39.916666666666664,male,10km
300,CHE,Europe,55,39.916666666666664,female,10km
301,AFG,Asia,18,39.93333333333333,male,10km
302,CHE,Europe,14,39.93333333333333,female,10km
303,ITA,Europe,20,39.95,male,10km
304,GBR,Europe,33,39.95,male,10km
305,FRA,Europe,40,39.95,male,10km
306,CHE,Europe,27,39.95,male,10km
307,CHE,Europe,16,39.96666666666667,female,10km
308,CHE,Europe,42,39.983333333333334,male,10km
309,CHE,Europe,38,40.0,male,10km
310,CHE,Europe,25,40.0,male,10km
311,CHE,Europe,41,40.03333333333333,male,10km
312,CHE,Europe,26,40.03333333333333,female,10km
313,SVK,Europe,41,40.05,female,10km
314,CHE,Europe,46,40.06666666666667,male,10km
315,CHE,Europe,22,40.083333333333336,male,10km
316,FRA,Europe,31,40.11666666666667,male,10km
317,ITA,Europe,50,40.13333333333333,male,10km
318,ESP,Europe,49,40.13333333333333,male,10km
319,ESP,Europe,38,40.13333333333333,male,10km
320,PRT,Europe,55,40.15,male,10km
321,CHE,Europe,17,40.166666666666664,male,10km
322,CHE,Europe,25,40.18333333333333,male,10km
323,CHE,Europe,28,40.18333333333333,male,10km
324,FRA,Europe,36,40.18333333333333,male,10km
325,CHE,Europe,23,40.2,female,10km
326,ITA,Europe,46,40.2,female,10km
327,ITA,Europe,35,40.2,male,10km
328,CHE,Europe,46,40.21666666666667,male,10km
329,CZE,Europe,38,40.21666666666667,male,10km
330,CHE,Europe,50,40.21666666666667,male,10km
331,CHE,Europe,32,40.233333333333334,male,10km
332,CHE,Europe,26,40.25,male,10km
333,CHE,Europe,41,40.25,male,10km
334,CHE,Europe,16,40.266666666666666,male,10km
335,CHE,Europe,26,40.3,male,10km
336,CHE,Europe,40,40.3,male,10km
337,CHE,Europe,47,40.3,male,10km
338,SWE,Europe,28,40.3,male,10km
339,CHE,Europe,26,40.31666666666667,male,10km
340,CHE,Europe,46,40.333333333333336,male,10km
341,FRA,Europe,46,40.333333333333336,male,10km
342,CHE,Europe,23,40.333333333333336,female,10km
343,CHE,Europe,26,40.35,male,10km
344,CHE,Europe,26,40.35,male,10km
345,FRA,Europe,68,40.38333333333333,male,10km
346,CHE,Europe,45,40.38333333333333,male,10km
347,CHE,Europe,43,40.4,male,10km
348,CHE,Europe,61,40.416666666666664,male,10km
349,CHE,Europe,29,40.483333333333334,male,10km
350,CHE,Europe,20,40.5,female,10km
351,CHE,Europe,36,40.516666666666666,male,10km
352,CHE,Europe,57,40.53333333333333,male,10km
353,FRA,Europe,29,40.53333333333333,male,10km
354,CHE,Europe,27,40.53333333333333,male,10km
355,FRA,Europe,41,40.55,female,10km
356,CHE,Europe,42,40.55,male,10km
357,CHE,Europe,25,40.6,male,10km
358,CHE,Europe,39,40.61666666666667,male,10km
359,PRT,Europe,54,40.61666666666667,male,10km
360,CHE,Europe,41,40.61666666666667,male,10km
361,CHE,Europe,47,40.63333333333333,male,10km
362,CHE,Europe,41,40.68333333333333,male,10km
363,DZA,Africa,45,40.68333333333333,male,10km
364,CHE,Europe,16,40.68333333333333,male,10km
365,CHE,Europe,38,40.68333333333333,male,10km
366,BRA,Americas,37,40.68333333333333,female,10km
367,CHE,Europe,39,40.7,male,10km
368,FRA,Europe,43,40.71666666666667,male,10km
369,CHE,Europe,50,40.733333333333334,male,10km
370,CHE,Europe,19,40.75,female,10km
371,CHE,Europe,17,40.75,female,10km
372,ESP,Europe,26,40.8,female,10km
373,CHE,Europe,16,40.8,male,10km
374,CHE,Europe,51,40.8,male,10km
375,GBR,Europe,52,40.8,male,10km
376,CHE,Europe,39,40.8,male,10km
377,CHE,Europe,40,40.8,female,10km
378,FRA,Europe,34,40.81666666666667,female,10km
379,CHE,Europe,26,40.81666666666667,male,10km
380,CHE,Europe,27,40.81666666666667,male,10km
381,CHE,Europe,40,40.833333333333336,female,10km
382,CHE,Europe,46,40.833333333333336,male,10km
383,CHE,Europe,21,40.833333333333336,male,10km
384,CHE,Europe,21,40.833333333333336,male,10km
385,CHE,Europe,15,40.833333333333336,male,10km
386,CHE,Europe,25,40.86666666666667,male,10km
387,CHE,Europe,54,40.93333333333333,male,10km
388,CHE,Europe,43,40.95,male,10km
389,FRA,Europe,44,40.95,female,10km
390,CHE,Europe,24,40.96666666666667,male,10km
391,IRL,Europe,38,40.983333333333334,female,10km
392,FRA,Europe,34,40.983333333333334,male,10km
393,CHE,Europe,20,40.983333333333334,male,10km
394,CHE,Europe,25,41.03333333333333,male,10km
395,CHE,Europe,22,41.05,male,10km
396,CHE,Europe,42,41.06666666666667,male,10km
397,CHE,Europe,27,41.083333333333336,male,10km
398,CHE,Europe,17,41.083333333333336,male,10km
399,CHE,Europe,22,41.1,female,10km
400,CHE,Europe,17,41.15,male,10km
401,CHE,Europe,19,41.15,male,10km
402,CHE,Europe,48,41.18333333333333,male,10km
403,CAN,Americas,53,41.2,male,10km
404,CHE,Europe,26,41.233333333333334,male,10km
405,CHE,Europe,36,41.233333333333334,male,10km
406,CHE,Europe,42,41.25,male,10km
407,CHE,Europe,33,41.28333333333333,male,10km
408,CHE,Europe,56,41.3,male,10km
409,CHE,Europe,23,41.333333333333336,male,10km
410,HUN,Europe,40,41.35,male,10km
411,FRA,Europe,22,41.36666666666667,male,10km
412,CHE,Europe,27,41.36666666666667,male,10km
413,CHE,Europe,24,41.38333333333333,male,10km
414,CHE,Europe,40,41.38333333333333,male,10km
415,CHE,Europe,55,41.4,male,10km
416,FRA,Europe,39,41.416666666666664,male,10km
417,ESP,Europe,23,41.416666666666664,male,10km
418,CHE,Europe,49,41.416666666666664,male,10km
419,CHE,Europe,50,41.43333333333333,male,10km
420,CHE,Europe,29,41.43333333333333,male,10km
421,CHE,Europe,30,41.43333333333333,male,10km
422,CHE,Europe,48,41.43333333333333,male,10km
423,CHE,Europe,56,41.43333333333333,male,10km
424,CHE,Europe,32,41.45,male,10km
425,GBR,Europe,41,41.45,male,10km
426,USA,Americas,36,41.46666666666667,male,10km
427,CHE,Europe,43,41.483333333333334,male,10km
428,CHE,Europe,33,41.5,male,10km
429,CHE,Europe,27,41.516666666666666,female,10km
430,CHE,Europe,29,41.55,male,10km
431,FRA,Europe,36,41.61666666666667,male,10km
432,DEU,Europe,36,41.61666666666667,male,10km
433,ITA,Europe,42,41.63333333333333,male,10km
434,CHE,Europe,34,41.63333333333333,female,10km
435,CHE,Europe,24,41.65,male,10km
436,CHE,Europe,34,41.733333333333334,male,10km
437,GBR,Europe,31,41.733333333333334,male,10km
438,CHE,Europe,31,41.733333333333334,male,10km
439,CHE,Europe,57,41.75,male,10km
440,CHE,Europe,46,41.75,male,10km
441,GBR,Europe,47,41.75,male,10km
442,CHE,Europe,16,41.766666666666666,male,10km
443,GBR,Europe,54,41.766666666666666,male,10km
444,CHE,Europe,23,41.78333333333333,male,10km
445,CHE,Europe,34,41.833333333333336,female,10km
446,CHE,Europe,45,41.86666666666667,male,10km
447,CHE,Europe,47,41.88333333333333,female,10km
448,CHE,Europe,49,41.916666666666664,male,10km
449,CHE,Europe,18,41.916666666666664,male,10km
450,FRA,Europe,43,41.93333333333333,male,10km
451,CHE,Europe,34,41.983333333333334,male,10km
452,CHE,Europe,32,41.983333333333334,male,10km
453,CHE,Europe,52,42.0,male,10km
454,CHE,Europe,18,42.0,female,10km
455,CHE,Europe,16,42.05,male,10km
456,CHE,Europe,14,42.05,male,10km
457,ESP,Europe,42,42.06666666666667,male,10km
458,IND,Asia,33,42.083333333333336,male,10km
459,CHE,Europe,19,42.083333333333336,male,10km
460,CHE,Europe,20,42.083333333333336,male,10km
461,CHE,Europe,25,42.1,male,10km
462,FRA,Europe,28,42.11666666666667,male,10km
463,USA,Americas,31,42.13333333333333,male,10km
464,CHE,Europe,38,42.13333333333333,male,10km
465,FRA,Europe,38,42.15,female,10km
466,CHE,Europe,30,42.15,male,10km
467,CHE,Europe,15,42.15,male,10km
468,FRA,Europe,26,42.166666666666664,male,10km
469,CHE,Europe,56,42.166666666666664,male,10km
470,DNK,Europe,20,42.2,male,10km
471,CHE,Europe,33,42.2,male,10km
472,BEL,Europe,30,42.21666666666667,male,10km
473,POL,Europe,40,42.233333333333334,male,10km
474,CHE,Europe,38,42.233333333333334,male,10km
475,PRT,Europe,58,42.25,male,10km
476,CHE,Europe,49,42.28333333333333,male,10km
477,FRA,Europe,44,42.333333333333336,male,10km
478,CHE,Europe,38,42.333333333333336,male,10km
479,CHE,Europe,41,42.35,female,10km
480,CHE,Europe,32,42.35,male,10km
481,CHE,Europe,34,42.36666666666667,male,10km
482,CAN,Americas,57,42.38333333333333,male,10km
483,ESP,Europe,26,42.38333333333333,male,10km
484,PRT,Europe,51,42.38333333333333,male,10km
485,FRA,Europe,26,42.416666666666664,male,10km
486,CHE,Europe,16,42.416666666666664,male,10km
487,GBR,Europe,34,42.416666666666664,male,10km
488,CHE,Europe,47,42.43333333333333,male,10km
489,FRA,Europe,59,42.43333333333333,male,10km
490,CHE,Europe,30,42.43333333333333,female,10km
491,CHE,Europe,27,42.45,female,10km
492,JNP,,18,42.45,male,10km
493,CHE,Europe,48,42.46666666666667,female,10km
494,CHE,Europe,29,42.483333333333334,male,10km
495,ESP,Europe,42,42.5,male,10km
496,CHE,Europe,50,42.5,male,10km
497,CHE,Europe,52,42.516666666666666,male,10km
498,CHE,Europe,40,42.53333333333333,male,10km
499,CHE,Europe,27,42.583333333333336,female,10km
500,CHE,Europe,38,42.583333333333336,male,10km
501,CHE,Europe,15,42.583333333333336,male,10km
502,CHE,Europe,22,42.6,male,10km
503,CHE,Europe,39,42.6,male,10km
504,CHE,Europe,30,42.6,male,10km
505,CHE,Europe,15,42.6,male,10km
506,ITA,Europe,39,42.61666666666667,male,10km
507,FRA,Europe,22,42.63333333333333,male,10km
508,FRA,Europe,32,42.63333333333333,male,10km
509,CHE,Europe,28,42.63333333333333,male,10km
510,USA,Americas,17,42.65,female,10km
511,CHE,Europe,24,42.65,male,10km
512,CHE,Europe,51,42.71666666666667,male,10km
513,CHE,Europe,38,42.75,male,10km
514,CHE,Europe,24,42.766666666666666,male,10km
515,FRA,Europe,25,42.766666666666666,male,10km
516,CHE,Europe,50,42.766666666666666,male,10km
517,CHE,Europe,35,42.78333333333333,male,10km
518,FRA,Europe,31,42.78333333333333,male,10km
519,USA,Americas,29,42.81666666666667,male,10km
520,CHE,Europe,29,42.833333333333336,male,10km
521,ESP,Europe,40,42.86666666666667,male,10km
522,CHE,Europe,21,42.88333333333333,male,10km
523,CHE,Europe,30,42.88333333333333,male,10km
524,CHE,Europe,20,42.88333333333333,male,10km
525,FRA,Europe,24,42.88333333333333,male,10km
526,CHE,Europe,35,42.916666666666664,female,10km
527,ITA,Europe,41,42.93333333333333,male,10km
528,ERI,Africa,48,42.95,male,10km
529,FRA,Europe,51,42.96666666666667,male,10km
530,FRA,Europe,38,43.0,female,10km
531,FRA,Europe,42,43.0,male,10km
532,CHE,Europe,46,43.016666666666666,male,10km
533,CHE,Europe,54,43.016666666666666,male,10km
534,CHE,Europe,35,43.03333333333333,female,10km
535,ESP,Europe,34,43.03333333333333,male,10km
536,ECU,Americas,39,43.05,male,10km
537,CHE,Europe,33,43.06666666666667,male,10km
538,CHE,Europe,39,43.06666666666667,male,10km
539,ITA,Europe,31,43.06666666666667,male,10km
540,CHE,Europe,52,43.083333333333336,male,10km
541,CHE,Europe,25,43.1,female,10km
542,CHE,Europe,23,43.13333333333333,female,10km
543,ESP,Europe,46,43.13333333333333,male,10km
544,FRA,Europe,34,43.15,male,10km
545,CHE,Europe,61,43.18333333333333,male,10km
546,FRA,Europe,34,43.18333333333333,male,10km
547,CHE,Europe,33,43.2,male,10km
548,PRT,Europe,32,43.2,male,10km
549,FRA,Europe,36,43.21666666666667,male,10km
550,CHE,Europe,45,43.21666666666667,male,10km
551,CHE,Europe,30,43.21666666666667,male,10km
552,CHE,Europe,68,43.21666666666667,male,10km
553,ESP,Europe,29,43.233333333333334,male,10km
554,CHE,Europe,66,43.233333333333334,female,10km
555,CHE,Europe,45,43.25,male,10km
556,CHE,Europe,43,43.266666666666666,male,10km
557,CHE,Europe,47,43.266666666666666,female,10km
558,CHE,Europe,21,43.28333333333333,male,10km
559,CHE,Europe,37,43.3,female,10km
560,CHE,Europe,36,43.3,female,10km
561,HUN,Europe,34,43.333333333333336,male,10km
562,ITA,Europe,32,43.35,male,10km
563,PRT,Europe,59,43.38333333333333,male,10km
564,CHE,Europe,63,43.4,male,10km
565,CHE,Europe,47,43.416666666666664,male,10km
566,CHE,Europe,30,43.43333333333333,male,10km
567,GBR,Europe,65,43.43333333333333,female,10km
568,CHE,Europe,39,43.45,male,10km
569,CHE,Europe,49,43.46666666666667,male,10km
570,CHE,Europe,44,43.46666666666667,female,10km
571,CHE,Europe,21,43.483333333333334,male,10km
572,CHE,Europe,40,43.5,male,10km
573,ESP,Europe,28,43.5,male,10km
574,USA,Americas,31,43.516666666666666,male,10km
575,FRA,Europe,25,43.516666666666666,male,10km
576,CHE,Europe,39,43.516666666666666,male,10km
577,CHE,Europe,26,43.516666666666666,female,10km
578,CHE,Europe,23,43.53333333333333,female,10km
579,ITA,Europe,34,43.53333333333333,male,10km
580,HUN,Europe,42,43.53333333333333,male,10km
581,CHE,Europe,50,43.55,male,10km
582,CHE,Europe,41,43.55,male,10km
583,CHE,Europe,30,43.56666666666667,male,10km
584,CHE,Europe,44,43.56666666666667,male,10km
585,CHE,Europe,50,43.56666666666667,male,10km
586,GRC,Europe,46,43.6,male,10km
587,CHE,Europe,35,43.6,female,10km
588,CHE,Europe,28,43.63333333333333,male,10km
589,FRA,Europe,25,43.63333333333333,male,10km
590,CHE,Europe,44,43.65,male,10km
591,CHE,Europe,16,43.65,female,10km
